archive_path,filename,file_type,size_bytes,sha256,exam_board,subject,level,syllabus_code,year_edition,likely_category
"E-Library-20260722T233918Z-1-001/E-Library/IGCSE/E Books/CS/Cambridge IGCSE and O Level Computer Science Algorithms, Programming and Logic Workbook (1).pdf","Cambridge IGCSE and O Level Computer Science Algorithms, Programming and Logic Workbook (1).pdf",PDF,6779073,194710eb5e761dd309a8f1579412969512a4a8b55ebcb85e017a1f04ca18977f,Cambridge International,Computer Science,Cambridge IGCSE / O Level,Unknown,Unknown,Workbook / practice
E-Library-20260722T233918Z-1-001/E-Library/IGCSE/E Books/CS/Cambridge IGCSE and O Level Computer Science Computer Systems Workbook (1).pdf,Cambridge IGCSE and O Level Computer Science Computer Systems Workbook (1).pdf,PDF,8847001,f0a2a66e3d8179729c355a95649bcc9f35658bffee3c051afe493f66f3aac87c,Cambridge International,Computer Science,Cambridge IGCSE / O Level,Unknown,Unknown,Workbook / practice
E-Library-20260722T233918Z-1-001/E-Library/IGCSE/E Books/CS/Cambridge IGCSE and O Level Computer Science Study and Revision Guide (1).pdf,Cambridge IGCSE and O Level Computer Science Study and Revision Guide (1).pdf,PDF,69031309,4ea56c5db554cf963500db201ceb1130c19e7dc8b8807f0f761e9c0d770de39c,Cambridge International,Computer Science,Cambridge IGCSE / O Level,Unknown,Unknown,Revision guide
E-Library-20260722T233918Z-1-001/E-Library/IGCSE/E Books/CS/Cambridge IGCSE Computer Science Second Edition (1).pdf,Cambridge IGCSE Computer Science Second Edition (1).pdf,PDF,7913584,1dcd91084737b32d20b8bbb2b024c74b0fc52d7812f436819b40354017bb876d,Cambridge International,Computer Science,Cambridge IGCSE,Unknown,Unknown,Unknown
E-Library-20260722T233918Z-1-001/E-Library/IGCSE/E Books/CS/Cambridge IGCSE™ and O Level Computer Science Coursebook (Cambridge International IGCSE).pdf,Cambridge IGCSE™ and O Level Computer Science Coursebook (Cambridge International IGCSE).pdf,PDF,47293557,aaa549a6dc27bfd4353e619766f5c05315bd530b713a49aaea25d3ee3f18acda,Cambridge International,Computer Science,Cambridge IGCSE / O Level,Unknown,Unknown,Textbook / coursebook
E-Library-20260722T233918Z-1-001/E-Library/IGCSE/E Books/Economics/Cambridge IGCSE and O Level Economics (1).pdf,Cambridge IGCSE and O Level Economics (1).pdf,PDF,14452403,b80eb6e6c9d295b90287e3f4874ef59212045134423873f07315f072dc9fbf6e,Cambridge International,Economics,Cambridge IGCSE / O Level,Unknown,Unknown,Unknown
E-Library-20260722T233918Z-1-001/E-Library/IGCSE/E Books/Economics/Cambridge IGCSE and O Level Economics Workbook 2nd Edition (1).pdf,Cambridge IGCSE and O Level Economics Workbook 2nd Edition (1).pdf,PDF,2074919,9d783ab57a98a02c336f44b0cb145d1db8373dd937a45df8a2daab59faa17391,Cambridge International,Economics,Cambridge IGCSE / O Level,Unknown,2nd Edition,Workbook / practice
E-Library-20260722T233918Z-1-001/E-Library/IGCSE/E Books/ESL/Cambridge IGCSE® English as a Second Language Coursebook (1).pdf,Cambridge IGCSE® English as a Second Language Coursebook (1).pdf,PDF,52541745,32f351034e5d548e3caae432e38375aeb87b53fa9b8fd2cfcf24e3f080b94a8c,Cambridge International,English,Cambridge IGCSE,Unknown,Unknown,Textbook / coursebook
E-Library-20260722T233918Z-1-001/E-Library/IGCSE/E Books/EVM/Cambridge IGCSE® and O Level Environmental Management Coursebook (1).pdf,Cambridge IGCSE® and O Level Environmental Management Coursebook (1).pdf,PDF,19823858,91b5dd8075ffc5c43258c778f4a3b7a4bda6e183f616a72bf5c250768322ea09,Cambridge International,Environmental Management,Cambridge IGCSE / O Level,Unknown,Unknown,Textbook / coursebook
E-Library-20260722T233918Z-1-001/E-Library/IGCSE/E Books/EVM/Cambridge IGCSE™ and O Level Environmental Management Workbook (1).pdf,Cambridge IGCSE™ and O Level Environmental Management Workbook (1).pdf,PDF,11900892,001fbfc20ceb69416c38621efc7406b5b0ea6b87518b2520a7eeb3533d8309d8,Cambridge International,Environmental Management,Cambridge IGCSE / O Level,Unknown,Unknown,Workbook / practice
E-Library-20260722T233918Z-1-001/E-Library/IGCSE/E Books/FLE/Cambridge IGCSE English as First Language Course Book (2).pdf,Cambridge IGCSE English as First Language Course Book (2).pdf,PDF,17681400,63be9aa18d235ff9558cfe67f27f652f4ee9e5d8e2d14ee0122a04cd30d873ea,Cambridge International,English,Cambridge IGCSE,Unknown,Unknown,Unknown
E-Library-20260722T233918Z-1-001/E-Library/IGCSE/E Books/FLE/Cambridge IGCSE English Skils Practice Book (1).pdf,Cambridge IGCSE English Skils Practice Book (1).pdf,PDF,10033048,f4729f1f9139fee832079de72383354be0a4f173c0d60fa45977673e5be5229b,Cambridge International,English,Cambridge IGCSE,Unknown,Unknown,Workbook / practice
E-Library-20260722T233918Z-1-001/E-Library/IGCSE/E Books/French/Cambridge IGCSE® French Student Book (1).pdf,Cambridge IGCSE® French Student Book (1).pdf,PDF,18161727,cfd6de254ab51aee53180989e591c2c08d14229105c22d6d0cdbba61932e7204,Cambridge International,French,Cambridge IGCSE,Unknown,Unknown,Textbook / coursebook
E-Library-20260722T233918Z-1-001/E-Library/IGCSE/E Books/French/Cambridge IGCSE™ French Grammar Workbook Second Edition (1).pdf,Cambridge IGCSE™ French Grammar Workbook Second Edition (1).pdf,PDF,5638031,59c307736b7e620a153253704747e6b005bb611eee1ca1f06b0b2df875317682,Cambridge International,French,Cambridge IGCSE,Unknown,Unknown,Workbook / practice
E-Library-20260722T233918Z-1-001/E-Library/IGCSE/E Books/French/Cambridge IGCSE™ French Study and Revision Guide (1).pdf,Cambridge IGCSE™ French Study and Revision Guide (1).pdf,PDF,8281590,b3709dc3b8086d5c09e78312e7c43497fe2c7255967b8466e3cfbc6a6fcab87f,Cambridge International,French,Cambridge IGCSE,Unknown,Unknown,Revision guide
E-Library-20260722T233918Z-1-001/E-Library/IGCSE/E Books/German/Cambridge IGCSE™ German Student Book Second Edition (1).pdf,Cambridge IGCSE™ German Student Book Second Edition (1).pdf,PDF,15261496,9cfa7998714c9d24b089ba1b5595529727a722b71dcf5e1e6150fb55b8e50b67,Cambridge International,German,Cambridge IGCSE,Unknown,Unknown,Textbook / coursebook
E-Library-20260722T233918Z-1-001/E-Library/IGCSE/E Books/German/german study and revision guide (1).pdf,german study and revision guide (1).pdf,PDF,54750966,9e65f9bec32ff880a587b54e3456b3c3e977120f73bf78f44140e10731fa64f0,Unknown,German,Cambridge IGCSE,Unknown,Unknown,Revision guide
E-Library-20260722T233918Z-1-001/E-Library/IGCSE/E Books/German/german workbook (1).pdf,german workbook (1).pdf,PDF,30157563,ba8245d82275f0a92c5cda690cc73a8df4642604ca93a36ba9bc7727dd8f15eb,Unknown,German,Cambridge IGCSE,Unknown,Unknown,Workbook / practice
E-Library-20260722T233918Z-1-001/E-Library/IGCSE/E Books/ICT/Cambridge IGCSE Information and Communication Technology Practical Workbook Second Edition (Graham Brown) (z-lib.org) (1).pdf,Cambridge IGCSE Information and Communication Technology Practical Workbook Second Edition (Graham Brown) (z-lib.org) (1).pdf,PDF,2419459,5aa07d87685dd21c73eff3a9a883eaa6ce1b099ff8ba9ce9204f67173479fa43,Cambridge International,ICT,Cambridge IGCSE,Unknown,Unknown,Workbook / practice
E-Library-20260722T233918Z-1-001/E-Library/IGCSE/E Books/ICT/Cambridge IGCSE Information and Communication Technology Theory Workbook Second Edition (David Watson) (z-lib.org) (1).pdf,Cambridge IGCSE Information and Communication Technology Theory Workbook Second Edition (David Watson) (z-lib.org) (1).pdf,PDF,2449088,e83dc71b7bcd6f295841c3a4f43dbec3b3eebb56e6f37f1deea271820f465363,Cambridge International,ICT,Cambridge IGCSE,Unknown,Unknown,Workbook / practice
E-Library-20260722T233918Z-1-001/E-Library/IGCSE/E Books/ICT/Cambridge IGCSE information and communication technology. (Graham Brown David Watson) (z-lib.org) (1).pdf,Cambridge IGCSE information and communication technology. (Graham Brown David Watson) (z-lib.org) (1).pdf,PDF,49662158,a1feeba5018d0b50209ede38de3e64a938f6384b562f718bd4341868fa4a94f9,Cambridge International,ICT,Cambridge IGCSE,Unknown,Unknown,Unknown
E-Library-20260722T233918Z-1-001/E-Library/IGCSE/E Books/Maths/Cambridge IGCSE Core and Extended Mathematics Fifth Edition.pdf,Cambridge IGCSE Core and Extended Mathematics Fifth Edition.pdf,PDF,55782830,85feeb3f19975eb0ced3ee1fee8fee28b9bb778118e35bacbcbf5f4554387092,Cambridge International,Mathematics,Cambridge IGCSE,Unknown,Unknown,Unknown
E-Library-20260722T233918Z-1-001/E-Library/IGCSE/E Books/Maths/Cambridge IGCSE Mathematics Core and Extended Workbook (1).pdf,Cambridge IGCSE Mathematics Core and Extended Workbook (1).pdf,PDF,2044536,a7de632523a016dd0bc8aa8c76713f2bd5bc19582c7c15c4619c5cf957b11ae6,Cambridge International,Mathematics,Cambridge IGCSE,Unknown,Unknown,Workbook / practice
E-Library-20260722T233918Z-1-001/E-Library/IGCSE/E Books/Maths/Cambridge IGCSE® Maths Student Book (1).pdf,Cambridge IGCSE® Maths Student Book (1).pdf,PDF,45133939,6fbb3de9d515e2c568f556339d7fba3a900a5ecc0e07de55b99eb8153ab30ce0,Cambridge International,Mathematics,Cambridge IGCSE,Unknown,Unknown,Textbook / coursebook
E-Library-20260722T233918Z-1-001/E-Library/IGCSE/E Books/Maths/CamIGCSE Maths Core  Extended Study  Revision Guide 3rd edition (1).pdf,CamIGCSE Maths Core  Extended Study  Revision Guide 3rd edition (1).pdf,PDF,6992768,c5399c5388e092f3fb6d47b26139fe1871bc849eb7fc05b4b73f6468ea15c48a,Unknown,Mathematics,Cambridge IGCSE,Unknown,3rd edition,Revision guide
E-Library-20260722T233918Z-1-001/E-Library/IGCSE/E Books/Physics/Cambridge IGCSE Physics Study and Revision Guide Third Edition (1).pdf,Cambridge IGCSE Physics Study and Revision Guide Third Edition (1).pdf,PDF,58424969,817a4cf3e8deb34d666672fc7f8d66b0e37a2e12945fbb0bcaa68180e43760b7,Cambridge International,Physics,Cambridge IGCSE,Unknown,Unknown,Revision guide
E-Library-20260722T233918Z-1-001/E-Library/IGCSE/E Books/Physics/Cambridge IGCSE Physics Workbook (1).pdf,Cambridge IGCSE Physics Workbook (1).pdf,PDF,2420533,7e934ffbf33f27efe1cb78929ebc31c8dd72726272d5fc095b13b22ccba29e50,Cambridge International,Physics,Cambridge IGCSE,Unknown,Unknown,Workbook / practice
E-Library-20260722T233918Z-1-001/E-Library/IGCSE/E Books/Physics/Cambridge IGCSE™ Physics (1).pdf,Cambridge IGCSE™ Physics (1).pdf,PDF,23136402,414d6656b283d6be2e6d5fac6f72f5c3a51933d24372e2d4f5d64e7c1de09c0b,Cambridge International,Physics,Cambridge IGCSE,Unknown,Unknown,Unknown
E-Library-20260722T233918Z-1-001/E-Library/IGCSE/E Books/Physics/Cambridge IGCSE™ Physics 3rd Edition (1).pdf,Cambridge IGCSE™ Physics 3rd Edition (1).pdf,PDF,140197885,b0dcffcac27bb905f495d767313ff720cfef4fbf2474b4274aaf4f3c46497b3d,Cambridge International,Physics,Cambridge IGCSE,Unknown,3rd Edition,Unknown
E-Library-20260722T233918Z-1-001/E-Library/IGCSE/E Books/Physics/Cambridge IGCSE™ Physics Practical Skills Workbook (1).pdf,Cambridge IGCSE™ Physics Practical Skills Workbook (1).pdf,PDF,5621681,16253b0ed45b9d334ead138ecdec8547758d96e41a6357fe371f1c9c3aed1655,Cambridge International,Physics,Cambridge IGCSE,Unknown,Unknown,Workbook / practice
"E-Library-20260722T233918Z-1-002/E-Library/AS and A Level/E Books/Biology/Mary Jones, Richard Fosbery, Dennis Taylor, Jennifer Gregory - Cambridge International AS _ A Level Biology Coursebook-Cambridge University Press.pdf","Mary Jones, Richard Fosbery, Dennis Taylor, Jennifer Gregory - Cambridge International AS _ A Level Biology Coursebook-Cambridge University Press.pdf",PDF,50946525,5371933332b64e2ad001157aad9c5e498a5008760bb7a122acda7d33dcc7e2ac,Cambridge International,Biology,Cambridge International AS & A Level,Unknown,Unknown,Textbook / coursebook
E-Library-20260722T233918Z-1-002/E-Library/AS and A Level/E Books/Chemistry/Cambridge International AS _ A Level Chemistry Coursebook with Digital Access (2 Years) - Cambridge University Press (2020).pdf,Cambridge International AS _ A Level Chemistry Coursebook with Digital Access (2 Years) - Cambridge University Press (2020).pdf,PDF,21224864,6b22a4e4e30177fce54908850a03d2d9bbc68f51227b00d842dfa72606c50b1c,Cambridge International,Chemistry,Cambridge International AS & A Level,Unknown,2020,Textbook / coursebook
E-Library-20260722T233918Z-1-002/E-Library/AS and A Level/E Books/Computer Science/Cambridge International AS and A Level Computer Science Coursebook.pdf,Cambridge International AS and A Level Computer Science Coursebook.pdf,PDF,16908469,047c753440f5564a048dba9d416f70169847cb895d58efa6c34b6d62d3f04d7f,Cambridge International,Computer Science,Cambridge International AS & A Level,Unknown,Unknown,Textbook / coursebook
E-Library-20260722T233918Z-1-002/E-Library/AS and A Level/E Books/Math/Cambridge International AS & A level mathematics pure mathematics 2 & 3 worked solutions manual.pdf,Cambridge International AS & A level mathematics pure mathematics 2 & 3 worked solutions manual.pdf,PDF,130705737,0ae55bbcc60a7829df2bc589355602a6390138ec56690c6d0fdba0991cb544e6,Cambridge International,Mathematics,Cambridge International AS & A Level,Unknown,Unknown,Answer key / worked solutions
E-Library-20260722T233918Z-1-002/E-Library/AS and A Level/E Books/Math/Cambridge International As _ A Level Mathematics Probability and Statistics Worked Solutions Manual.pdf,Cambridge International As _ A Level Mathematics Probability and Statistics Worked Solutions Manual.pdf,PDF,55728597,94a3fd939b8a24d12c49d028f34446bb2854073e78c02bdfe0feb2a2290848f2,Cambridge International,Mathematics,Cambridge International AS & A Level,Unknown,Unknown,Answer key / worked solutions
E-Library-20260722T233918Z-1-002/E-Library/AS and A Level/E Books/Math/Cambridge International AS _ A Level Mathematics Pure Mathematics 1 Worked Solutions Manual.pdf,Cambridge International AS _ A Level Mathematics Pure Mathematics 1 Worked Solutions Manual.pdf,PDF,95477155,68976cc038c53381bff4b4acf671068deb6a2158d3926a552e2836ee7144e0f8,Cambridge International,Mathematics,Cambridge International AS & A Level,Unknown,Unknown,Answer key / worked solutions
E-Library-20260722T233918Z-1-002/E-Library/AS and A Level/E Books/Math/Cambridge International AS _ A Level Mathematics Pure Mathematics 2 _ 3 Practice Book - Cambridge University Press (2018).pdf,Cambridge International AS _ A Level Mathematics Pure Mathematics 2 _ 3 Practice Book - Cambridge University Press (2018).pdf,PDF,37737470,7d13b40e750388a287e19039b320cfc13343d06abc061b90227244a39fcde19d,Cambridge International,Mathematics,Cambridge International AS & A Level,Unknown,2018,Workbook / practice
E-Library-20260722T233918Z-1-002/E-Library/AS and A Level/E Books/Physics/Cambridge International AS _ A Level Physics Coursebook with Digital Access (2 Years) - Cambridge University Press (2021).pdf,Cambridge International AS _ A Level Physics Coursebook with Digital Access (2 Years) - Cambridge University Press (2021).pdf,PDF,30335783,905456052d9476a371311f36f5e91245363a54d92f58608b038c4965fdd77b6a,Cambridge International,Physics,Cambridge International AS & A Level,Unknown,2021,Textbook / coursebook
E-Library-20260722T233918Z-1-002/E-Library/IGCSE/E Books/Combined & Coordinated Sciences/Cambridge University Press/IGCSE Coordinaated and Combined Science Answers.pdf,IGCSE Coordinaated and Combined Science Answers.pdf,PDF,3443836,9e944120f36355657144cab072b1337e22b0ae5d6ed8d5490ced44b98663d458,Cambridge International,Unknown,Cambridge IGCSE,Unknown,Unknown,Answer key / worked solutions
E-Library-20260722T233918Z-1-002/E-Library/IGCSE/E Books/Maths/Cambridge IGCSE Mathematics Core and Extended (1).pdf,Cambridge IGCSE Mathematics Core and Extended (1).pdf,PDF,43604273,fb44aaaeeb77a5779a5c00790010646db383899e508d4efa7eb717b8b725c9a8,Cambridge International,Mathematics,Cambridge IGCSE,Unknown,Unknown,Unknown
"E-Library-20260722T233918Z-1-002/E-Library/IGCSE/E Books/Maths/Cambridge IGCSE® Mathematics Coursebook Core and Extended Second Edition (Morrison, Karen, Hamshaw, Nick).pdf","Cambridge IGCSE® Mathematics Coursebook Core and Extended Second Edition (Morrison, Karen, Hamshaw, Nick).pdf",PDF,39063547,a74d612fd10ec0d6f13c06e2ed1cc386d356af2ed81242bc14fa33d9a4bd7022,Cambridge International,Mathematics,Cambridge IGCSE,Unknown,Unknown,Textbook / coursebook
